payment_id,college_id,company_id,amount,payment_date,payment_type,status
1964,,65.0,48092.79,2025-06-01,Job-Posting Fee,Success
1965,,914.0,57392.54,2023-11-24,Premium Listing,Success
1966,91.0,438.0,21360.0,2025-07-11,Placement Fee,Pending
1967,,687.0,6759.17,2025-10-27,Premium Listing,Success
1968,,824.0,44950.78,2024-07-08,Job-Posting Fee,Pending
1969,,654.0,69914.18,2025-09-30,Premium Listing,Failed
1970,3.0,741.0,34560.0,2026-06-27,Placement Fee,Refunded
1971,68.0,500.0,31920.0,2026-05-02,Placement Fee,Success
1972,,305.0,40363.85,2026-01-17,Job-Posting Fee,Success
1973,,648.0,9274.19,2024-09-04,Job-Posting Fee,Success
1974,73.0,180.0,52560.0,2026-01-29,Placement Fee,Success
1975,,85.0,50339.17,2024-05-14,Premium Listing,Success
1976,16.0,13.0,64640.0,2025-12-19,Placement Fee,Success
1977,49.0,316.0,40800.0,2025-01-15,Placement Fee,Success
1978,96.0,,150000.0,2026-02-21,Subscription,Success
1979,95.0,,100000.0,2023-07-24,Subscription,Success
1980,8.0,,100000.0,2025-01-16,Subscription,Success
1981,83.0,707.0,88480.0,2024-01-19,Placement Fee,Success
1982,57.0,,25000.0,2025-02-17,Subscription,Success
1983,60.0,,25000.0,2024-11-17,Subscription,Success
1984,8.0,622.0,27840.0,2025-10-22,Placement Fee,Success
1985,100.0,,100000.0,2026-05-26,Subscription,Success
1986,58.0,242.0,70240.0,2025-08-27,Placement Fee,Success
1987,34.0,781.0,44400.0,2024-04-08,Placement Fee,Refunded
1988,60.0,,50000.0,2025-12-16,Subscription,Pending
1989,,210.0,44627.53,2026-02-11,Job-Posting Fee,Pending
1990,47.0,91.0,37760.0,2025-06-16,Placement Fee,Success
1991,,85.0,9700.39,2025-09-07,Premium Listing,Refunded
1992,,390.0,61451.32,2024-06-19,Job-Posting Fee,Success
1993,,953.0,46563.91,2025-03-23,Job-Posting Fee,Success
1994,41.0,497.0,40000.0,2026-04-06,Placement Fee,Success
1995,,150.0,16027.75,2025-07-26,Premium Listing,Success
1996,41.0,547.0,73360.0,2026-02-24,Placement Fee,Pending
1997,7.0,558.0,43040.0,2024-02-20,Placement Fee,Success
1998,,354.0,43070.39,2025-11-18,Premium Listing,Success
1999,58.0,,25000.0,2024-09-28,Subscription,Success
2000,68.0,928.0,33760.0,2024-04-13,Placement Fee,Success
2001,77.0,,25000.0,2023-08-18,Subscription,Failed
2002,45.0,636.0,75920.0,2026-04-11,Placement Fee,Pending
2003,77.0,,150000.0,2025-05-25,Subscription,Success
2004,,582.0,53797.57,2026-03-09,Premium Listing,Success
2005,80.0,,150000.0,2024-05-11,Subscription,Success
2006,67.0,,150000.0,2026-06-28,Subscription,Pending
2007,,982.0,70235.1,2026-04-15,Job-Posting Fee,Success
2008,30.0,,50000.0,2026-04-02,Subscription,Success
2009,40.0,,150000.0,2025-04-30,Subscription,Success
2010,27.0,790.0,51840.0,2026-01-19,Placement Fee,Success
2011,50.0,426.0,51520.0,2025-07-04,Placement Fee,Refunded
2012,51.0,517.0,44240.0,2025-05-03,Placement Fee,Success
2013,74.0,,100000.0,2024-07-28,Subscription,Success
2014,,645.0,43779.78,2024-11-12,Premium Listing,Success
2015,,902.0,29858.09,2025-06-02,Job-Posting Fee,Failed
2016,29.0,153.0,64720.0,2024-04-12,Placement Fee,Success
2017,,746.0,27270.02,2024-05-13,Job-Posting Fee,Success
2018,25.0,224.0,88800.0,2024-08-21,Placement Fee,Success
2019,25.0,,150000.0,2023-10-12,Subscription,Refunded
2020,10.0,7.0,45680.0,2024-02-12,Placement Fee,Success
2021,59.0,44.0,31680.0,2023-11-15,Placement Fee,Success
2022,,178.0,46552.85,2026-01-13,Job-Posting Fee,Success
2023,,799.0,60837.41,2023-07-21,Job-Posting Fee,Success
2024,,433.0,10914.13,2023-06-16,Premium Listing,Success
2025,,35.0,54915.43,2024-08-27,Premium Listing,Success
2026,43.0,481.0,58960.0,2026-05-20,Placement Fee,Success
2027,,243.0,69144.36,2023-08-24,Job-Posting Fee,Success
2028,,312.0,50758.99,2023-11-13,Premium Listing,Success
2029,66.0,,50000.0,2025-09-05,Subscription,Success
2030,64.0,,100000.0,2024-04-11,Subscription,Success
2031,,7.0,9767.6,2024-02-27,Job-Posting Fee,Pending
2032,,262.0,13931.76,2025-04-25,Premium Listing,Success
2033,25.0,,100000.0,2024-07-07,Subscription,Success
2034,,623.0,18285.18,2025-04-11,Job-Posting Fee,Success
2035,15.0,110.0,51280.0,2024-10-16,Placement Fee,Success
2036,43.0,272.0,30720.0,2025-06-15,Placement Fee,Success
2037,,323.0,66740.85,2025-06-13,Job-Posting Fee,Success
2038,30.0,718.0,89120.0,2025-08-27,Placement Fee,Success
2039,10.0,,25000.0,2026-01-06,Subscription,Failed
2040,,233.0,55917.55,2025-02-02,Premium Listing,Success
2041,,875.0,41971.09,2025-01-07,Premium Listing,Success
2042,,283.0,34631.35,2024-03-31,Premium Listing,Success
2043,5.0,904.0,44400.0,2024-02-11,Placement Fee,Success
2044,100.0,,25000.0,2024-04-19,Subscription,Refunded
2045,10.0,695.0,43120.0,2025-07-15,Placement Fee,Success
2046,49.0,316.0,40800.0,2025-01-17,Placement Fee,Failed
2047,98.0,,150000.0,2024-02-20,Subscription,Pending
2048,36.0,896.0,94240.0,2024-04-09,Placement Fee,Success
2049,63.0,696.0,27840.0,2025-09-24,Placement Fee,Success
2050,34.0,,25000.0,2023-07-27,Subscription,Success
2051,76.0,31.0,52640.0,2025-12-13,Placement Fee,Success
2052,7.0,,50000.0,2023-09-11,Subscription,Success
2053,82.0,481.0,38560.0,2026-04-02,Placement Fee,Success
2054,,764.0,22486.88,2024-04-29,Job-Posting Fee,Success
2055,77.0,917.0,44800.0,2025-12-18,Placement Fee,Success
2056,65.0,,100000.0,2025-03-02,Subscription,Success
2057,49.0,15.0,34320.0,2025-01-14,Placement Fee,Success
2058,7.0,283.0,33280.0,2023-12-23,Placement Fee,Failed
2059,42.0,928.0,30240.0,2025-06-01,Placement Fee,Success
2060,,508.0,35951.15,2025-07-15,Premium Listing,Pending
2061,20.0,225.0,39920.0,2023-12-31,Placement Fee,Success
2062,,291.0,69251.99,2026-06-15,Premium Listing,Success
2063,,945.0,74179.06,2025-01-23,Job-Posting Fee,Refunded
2064,,222.0,18339.71,2026-06-18,Premium Listing,Success
2065,,9.0,36443.05,2024-08-31,Premium Listing,Success
2066,18.0,744.0,52640.0,2024-06-22,Placement Fee,Success
2067,60.0,679.0,85200.0,2023-10-15,Placement Fee,Failed
2068,98.0,,100000.0,2023-11-10,Subscription,Success
2069,45.0,636.0,75920.0,2026-04-18,Placement Fee,Success
2070,71.0,,25000.0,2023-08-20,Subscription,Failed
2071,,245.0,16176.76,2026-04-08,Premium Listing,Success
2072,21.0,367.0,54080.0,2023-08-12,Placement Fee,Success
2073,25.0,828.0,45440.0,2026-01-11,Placement Fee,Success
2074,,789.0,48457.25,2025-10-01,Job-Posting Fee,Success
2075,53.0,,100000.0,2023-11-16,Subscription,Failed
2076,6.0,,100000.0,2024-07-31,Subscription,Success
2077,,960.0,38874.31,2025-06-17,Premium Listing,Success
2078,35.0,,50000.0,2023-12-22,Subscription,Success
2079,47.0,461.0,74400.0,2024-12-17,Placement Fee,Success
2080,57.0,,150000.0,2023-07-20,Subscription,Success
2081,23.0,160.0,72640.0,2025-03-03,Placement Fee,Success
2082,63.0,,25000.0,2024-09-23,Subscription,Failed
2083,64.0,113.0,36560.0,2025-10-14,Placement Fee,Success
2084,5.0,,25000.0,2026-02-20,Subscription,Success
2085,14.0,,100000.0,2026-04-01,Subscription,Success
2086,,732.0,31024.13,2023-06-22,Job-Posting Fee,Success
2087,13.0,560.0,99120.0,2025-11-24,Placement Fee,Success
2088,6.0,275.0,63040.0,2025-10-07,Placement Fee,Pending
2089,,210.0,25417.12,2024-02-17,Job-Posting Fee,Success
2090,16.0,947.0,77200.0,2024-12-24,Placement Fee,Success
2091,,197.0,47693.33,2026-04-05,Job-Posting Fee,Success
2092,,232.0,52889.71,2026-04-04,Job-Posting Fee,Success
2093,78.0,860.0,20080.0,2023-11-12,Placement Fee,Failed
2094,84.0,870.0,37520.0,2026-06-30,Placement Fee,Success
2095,64.0,517.0,40480.0,2025-10-11,Placement Fee,Success
2096,32.0,,25000.0,2024-02-12,Subscription,Success
2097,44.0,183.0,85040.0,2026-02-14,Placement Fee,Success
2098,81.0,,150000.0,2025-03-13,Subscription,Success
2099,68.0,,50000.0,2024-01-20,Subscription,Success
2100,71.0,,150000.0,2025-01-23,Subscription,Success
2101,,502.0,46643.98,2023-08-26,Job-Posting Fee,Refunded
2102,100.0,243.0,32640.0,2026-01-20,Placement Fee,Success
2103,,115.0,67789.07,2023-07-14,Job-Posting Fee,Success
2104,82.0,,50000.0,2023-12-06,Subscription,Success
2105,,374.0,6194.52,2025-06-29,Job-Posting Fee,Success
2106,48.0,623.0,115920.0,2025-10-19,Placement Fee,Success
2107,8.0,743.0,40880.0,2024-08-19,Placement Fee,Success
2108,18.0,,150000.0,2026-04-15,Subscription,Failed
2109,,74.0,63751.34,2024-10-05,Job-Posting Fee,Success
2110,,883.0,29240.47,2025-05-12,Job-Posting Fee,Success
2111,,418.0,68279.84,2025-12-18,Premium Listing,Pending
2112,,476.0,38181.49,2023-12-05,Job-Posting Fee,Success
2113,12.0,607.0,30800.0,2024-01-29,Placement Fee,Success
2114,48.0,,150000.0,2023-11-20,Subscription,Success
2115,38.0,,50000.0,2025-12-01,Subscription,Success
2116,46.0,256.0,19600.0,2026-02-02,Placement Fee,Refunded
2117,,948.0,16772.16,2024-04-02,Job-Posting Fee,Success
2118,,767.0,46403.79,2024-04-17,Premium Listing,Success
2119,81.0,500.0,51360.0,2024-08-06,Placement Fee,Success
2120,,456.0,68551.95,2026-06-14,Premium Listing,Success
2121,,564.0,61111.42,2026-01-18,Premium Listing,Success
2122,83.0,465.0,69360.0,2026-05-23,Placement Fee,Success
2123,,708.0,71599.67,2025-05-18,Job-Posting Fee,Pending
2124,48.0,531.0,65840.0,2025-06-07,Placement Fee,Pending
2125,,146.0,28461.19,2026-01-20,Job-Posting Fee,Success
2126,44.0,,100000.0,2026-01-18,Subscription,Success
2127,,626.0,9888.15,2024-12-06,Premium Listing,Success
2128,10.0,,25000.0,2025-12-19,Subscription,Success
2129,29.0,940.0,47120.0,2024-11-08,Placement Fee,Success
2130,,734.0,57932.0,2024-01-08,Premium Listing,Success
2131,,714.0,14740.18,2025-02-14,Premium Listing,Success
2132,60.0,449.0,28000.0,2026-01-07,Placement Fee,Success
2133,,658.0,59845.83,2023-06-30,Job-Posting Fee,Success
2134,2.0,,25000.0,2024-05-06,Subscription,Success
2135,10.0,,25000.0,2026-01-26,Subscription,Success
2136,31.0,172.0,29840.0,2023-11-30,Placement Fee,Success
2137,,37.0,65745.29,2024-06-15,Premium Listing,Success
2138,96.0,424.0,54000.0,2024-03-06,Placement Fee,Success
2139,,529.0,66634.53,2024-04-13,Job-Posting Fee,Pending
2140,,88.0,62571.15,2024-10-14,Job-Posting Fee,Success
2141,,148.0,23532.26,2025-02-08,Premium Listing,Success
2142,100.0,586.0,22480.0,2023-08-28,Placement Fee,Success
2143,1.0,898.0,25840.0,2026-06-21,Placement Fee,Success
2144,67.0,887.0,78160.0,2025-02-28,Placement Fee,Success
2145,,252.0,38234.19,2026-06-01,Job-Posting Fee,Success
2146,8.0,709.0,74800.0,2024-06-21,Placement Fee,Success
2147,,476.0,27741.97,2025-07-30,Job-Posting Fee,Failed
2148,17.0,744.0,26960.0,2025-10-02,Placement Fee,Success
2149,39.0,,100000.0,2024-04-28,Subscription,Refunded
2150,,337.0,64091.25,2023-06-25,Job-Posting Fee,Success
2151,41.0,749.0,44480.0,2026-05-14,Placement Fee,Success
2152,75.0,607.0,66720.0,2024-04-02,Placement Fee,Success
2153,,323.0,73916.71,2025-08-31,Job-Posting Fee,Success
2154,,666.0,47624.07,2025-02-26,Job-Posting Fee,Failed
2155,11.0,204.0,45600.0,2026-05-31,Placement Fee,Success
2156,,735.0,47953.08,2025-07-13,Premium Listing,Success
2157,,488.0,51534.45,2023-07-04,Premium Listing,Success
2158,90.0,834.0,45760.0,2025-08-10,Placement Fee,Success
2159,87.0,,100000.0,2025-06-01,Subscription,Refunded
2160,95.0,824.0,80160.0,2025-06-09,Placement Fee,Success
2161,71.0,583.0,96160.0,2024-06-28,Placement Fee,Pending
2162,,837.0,64380.57,2024-04-25,Premium Listing,Success
2163,100.0,,25000.0,2024-11-16,Subscription,Failed
2164,66.0,,150000.0,2024-07-25,Subscription,Success
2165,66.0,,50000.0,2024-05-09,Subscription,Success
2166,46.0,,25000.0,2024-12-02,Subscription,Success
2167,,296.0,14230.9,2024-06-03,Job-Posting Fee,Success
2168,,223.0,73490.68,2025-03-15,Job-Posting Fee,Success
2169,,47.0,56953.2,2026-06-04,Job-Posting Fee,Success
2170,94.0,,50000.0,2023-11-23,Subscription,Success
2171,,445.0,31265.16,2026-01-06,Premium Listing,Success
2172,52.0,898.0,51360.0,2023-12-16,Placement Fee,Success
2173,,211.0,31587.67,2026-02-08,Premium Listing,Refunded
2174,75.0,293.0,77120.0,2025-05-24,Placement Fee,Failed
2175,90.0,,150000.0,2025-06-08,Subscription,Success
2176,,881.0,58320.71,2024-10-11,Job-Posting Fee,Success
2177,7.0,184.0,45200.0,2024-09-03,Placement Fee,Success
2178,,49.0,70775.27,2024-09-06,Job-Posting Fee,Success
2179,66.0,4.0,104080.0,2024-09-30,Placement Fee,Success
2180,,449.0,28239.17,2023-06-03,Premium Listing,Refunded
2181,41.0,768.0,35200.0,2025-06-25,Placement Fee,Success
2182,68.0,523.0,39440.0,2025-05-17,Placement Fee,Success
2183,,578.0,10347.73,2026-03-15,Premium Listing,Failed
2184,,269.0,16939.23,2026-01-21,Job-Posting Fee,Success
2185,,219.0,16554.36,2024-07-09,Job-Posting Fee,Success
2186,71.0,,150000.0,2024-01-21,Subscription,Pending
2187,,820.0,24230.17,2025-01-13,Job-Posting Fee,Success
2188,54.0,395.0,24880.0,2025-02-27,Placement Fee,Success
2189,28.0,529.0,89840.0,2024-08-03,Placement Fee,Success
2190,,904.0,42205.49,2023-09-14,Job-Posting Fee,Success
2191,37.0,6.0,29440.0,2025-08-28,Placement Fee,Success
2192,,965.0,68319.87,2024-02-24,Job-Posting Fee,Success
2193,33.0,,100000.0,2025-02-02,Subscription,Pending
2194,75.0,,150000.0,2026-03-01,Subscription,Success
2195,42.0,341.0,42480.0,2023-07-16,Placement Fee,Success
2196,77.0,85.0,57840.0,2026-04-08,Placement Fee,Success
2197,,555.0,55465.02,2026-01-29,Premium Listing,Success
2198,54.0,876.0,52240.0,2025-10-13,Placement Fee,Success
2199,82.0,517.0,39680.0,2025-11-01,Placement Fee,Success
2200,,619.0,34684.67,2025-07-03,Job-Posting Fee,Success
2201,67.0,,150000.0,2025-06-20,Subscription,Success
2202,,778.0,33551.34,2025-01-30,Job-Posting Fee,Success
2203,,216.0,12433.15,2024-09-14,Premium Listing,Success
2204,,911.0,67656.58,2026-06-03,Job-Posting Fee,Success
2205,3.0,,100000.0,2024-08-21,Subscription,Pending
2206,,23.0,8445.72,2026-05-16,Premium Listing,Failed
2207,60.0,4.0,45120.0,2026-06-30,Placement Fee,Success
2208,86.0,763.0,35200.0,2025-04-02,Placement Fee,Success
2209,42.0,735.0,66000.0,2026-04-28,Placement Fee,Success
2210,86.0,655.0,56160.0,2024-03-19,Placement Fee,Success
2211,65.0,,150000.0,2025-09-18,Subscription,Success
2212,59.0,501.0,66000.0,2023-11-10,Placement Fee,Success
2213,,495.0,22599.82,2025-03-24,Premium Listing,Success
2214,3.0,153.0,48800.0,2026-05-29,Placement Fee,Success
2215,92.0,,100000.0,2025-01-16,Subscription,Success
2216,,845.0,29887.09,2025-03-29,Premium Listing,Failed
2217,31.0,,100000.0,2024-02-22,Subscription,Success
2218,76.0,384.0,70560.0,2026-05-09,Placement Fee,Success
2219,26.0,,50000.0,2024-06-30,Subscription,Pending
2220,,560.0,66264.82,2025-04-24,Premium Listing,Success
2221,,499.0,28005.47,2023-06-26,Premium Listing,Success
2222,21.0,,50000.0,2026-05-09,Subscription,Success
2223,99.0,658.0,67680.0,2024-12-21,Placement Fee,Success
2224,,838.0,56283.45,2026-04-23,Premium Listing,Success
2225,,8.0,11139.22,2025-06-24,Premium Listing,Success
2226,31.0,681.0,43520.0,2024-08-15,Placement Fee,Success
2227,100.0,874.0,58400.0,2025-02-26,Placement Fee,Success
2228,53.0,204.0,46080.0,2026-04-19,Placement Fee,Success
2229,,773.0,59159.72,2023-08-25,Job-Posting Fee,Success
2230,,136.0,28970.21,2024-10-08,Premium Listing,Success
2231,67.0,,150000.0,2024-03-02,Subscription,Success
2232,65.0,317.0,28720.0,2024-12-15,Placement Fee,Success
2233,26.0,794.0,44560.0,2026-06-22,Placement Fee,Success
2234,14.0,200.0,129360.0,2024-03-09,Placement Fee,Success
2235,36.0,,25000.0,2023-06-23,Subscription,Success
2236,80.0,,100000.0,2023-09-02,Subscription,Failed
2237,,22.0,15197.17,2023-09-22,Premium Listing,Pending
2238,,178.0,10699.99,2025-07-26,Premium Listing,Success
2239,73.0,276.0,22880.0,2025-04-19,Placement Fee,Success
2240,23.0,,100000.0,2025-02-12,Subscription,Success
2241,,155.0,14930.03,2024-07-26,Job-Posting Fee,Pending
2242,83.0,493.0,56000.0,2025-08-11,Placement Fee,Failed
2243,98.0,,150000.0,2024-07-21,Subscription,Success
2244,74.0,,100000.0,2024-03-11,Subscription,Success
2245,22.0,359.0,67520.0,2025-12-15,Placement Fee,Pending
2246,33.0,199.0,22080.0,2025-12-11,Placement Fee,Success
2247,6.0,781.0,20720.0,2024-03-09,Placement Fee,Refunded
2248,79.0,480.0,38160.0,2025-09-23,Placement Fee,Success
2249,87.0,483.0,94880.0,2025-09-16,Placement Fee,Success
2250,84.0,,50000.0,2024-07-02,Subscription,Success
2251,,779.0,19600.4,2026-03-08,Premium Listing,Success
2252,,900.0,19502.12,2024-07-14,Job-Posting Fee,Pending
2253,,13.0,9438.35,2025-01-08,Premium Listing,Success
2254,,420.0,56678.18,2024-05-16,Job-Posting Fee,Failed
2255,64.0,,100000.0,2026-02-11,Subscription,Success
2256,69.0,,150000.0,2026-01-10,Subscription,Success
2257,78.0,342.0,57760.0,2024-03-28,Placement Fee,Success
2258,73.0,447.0,42640.0,2023-08-26,Placement Fee,Failed
2259,33.0,,100000.0,2026-03-16,Subscription,Pending
2260,98.0,,25000.0,2025-07-28,Subscription,Success
2261,70.0,,100000.0,2026-01-18,Subscription,Failed
2262,19.0,535.0,24960.0,2025-02-22,Placement Fee,Success
2263,,474.0,12723.91,2025-01-30,Premium Listing,Success
2264,25.0,,50000.0,2024-05-09,Subscription,Success
2265,57.0,,100000.0,2025-11-10,Subscription,Success
2266,,574.0,36732.48,2026-04-21,Job-Posting Fee,Success
2267,19.0,,150000.0,2024-11-19,Subscription,Success
2268,65.0,,150000.0,2026-05-03,Subscription,Success
2269,,264.0,23066.61,2026-03-15,Premium Listing,Success
2270,,895.0,25173.79,2024-01-29,Job-Posting Fee,Success
2271,89.0,,100000.0,2024-11-06,Subscription,Success
2272,90.0,,100000.0,2026-01-01,Subscription,Success
2273,2.0,466.0,48480.0,2025-08-23,Placement Fee,Success
2274,24.0,959.0,45920.0,2023-09-11,Placement Fee,Success
2275,91.0,,25000.0,2026-03-29,Subscription,Success
2276,8.0,607.0,34480.0,2025-07-28,Placement Fee,Success
2277,,31.0,63701.15,2024-11-20,Job-Posting Fee,Success
2278,,656.0,33109.41,2024-03-31,Premium Listing,Success
2279,87.0,301.0,68480.0,2024-07-31,Placement Fee,Success
2280,,595.0,17795.57,2023-12-25,Job-Posting Fee,Success
2281,38.0,990.0,62320.0,2024-09-12,Placement Fee,Pending
2282,,781.0,69197.09,2024-07-30,Job-Posting Fee,Success
2283,,98.0,27849.13,2023-10-24,Job-Posting Fee,Success
2284,25.0,,150000.0,2024-09-12,Subscription,Success
2285,32.0,156.0,61520.0,2023-10-23,Placement Fee,Success
2286,10.0,,50000.0,2024-08-29,Subscription,Success
2287,93.0,,150000.0,2026-04-29,Subscription,Success
2288,,215.0,19909.83,2026-03-21,Job-Posting Fee,Pending
2289,97.0,610.0,35680.0,2025-06-03,Placement Fee,Success
2290,79.0,765.0,22400.0,2025-07-08,Placement Fee,Success
2291,78.0,,50000.0,2024-11-28,Subscription,Failed
2292,2.0,,50000.0,2025-11-22,Subscription,Success
2293,,424.0,49351.79,2024-09-19,Job-Posting Fee,Pending
2294,,503.0,58928.97,2024-09-26,Job-Posting Fee,Success
2295,38.0,730.0,37280.0,2026-04-20,Placement Fee,Success
2296,,201.0,13983.17,2025-10-31,Premium Listing,Success
2297,,323.0,33546.02,2026-02-11,Premium Listing,Success
2298,17.0,823.0,50960.0,2025-12-25,Placement Fee,Success
2299,55.0,394.0,36720.0,2024-12-14,Placement Fee,Failed
2300,,992.0,33937.75,2025-12-25,Premium Listing,Success
2301,78.0,785.0,44000.0,2024-01-18,Placement Fee,Success
2302,2.0,,150000.0,2024-09-04,Subscription,Success
2303,82.0,,50000.0,2025-05-09,Subscription,Success
2304,44.0,901.0,25360.0,2024-01-05,Placement Fee,Success
2305,,795.0,41685.44,2025-12-04,Job-Posting Fee,Success
2306,,303.0,27055.85,2023-12-06,Premium Listing,Success
2307,58.0,,100000.0,2026-06-30,Subscription,Success
2308,,240.0,13999.55,2024-11-23,Job-Posting Fee,Success
2309,,266.0,36682.27,2023-08-31,Premium Listing,Success
2310,37.0,,150000.0,2025-03-06,Subscription,Success
2311,78.0,,50000.0,2024-05-03,Subscription,Success
2312,,586.0,57169.13,2025-03-17,Premium Listing,Success
2313,4.0,,25000.0,2025-11-01,Subscription,Success
2314,,522.0,31371.27,2023-08-01,Premium Listing,Success
2315,38.0,730.0,37280.0,2026-05-01,Placement Fee,Success
2316,45.0,574.0,59120.0,2024-08-28,Placement Fee,Success
2317,,412.0,33240.95,2026-04-04,Premium Listing,Success
2318,72.0,191.0,53440.0,2024-08-08,Placement Fee,Success
2319,81.0,352.0,73840.0,2026-03-17,Placement Fee,Success
2320,,462.0,72775.72,2025-02-22,Premium Listing,Success
2321,35.0,535.0,25520.0,2025-02-09,Placement Fee,Success
2322,75.0,,150000.0,2024-05-26,Subscription,Success
2323,92.0,,100000.0,2024-01-30,Subscription,Success
2324,,478.0,60876.55,2024-05-24,Premium Listing,Refunded
2325,,672.0,28796.06,2023-11-04,Job-Posting Fee,Refunded
2326,,236.0,5176.91,2026-03-27,Job-Posting Fee,Success
2327,,992.0,16155.79,2024-01-31,Job-Posting Fee,Success
2328,,451.0,30360.16,2025-11-07,Premium Listing,Success
2329,86.0,291.0,21360.0,2026-05-09,Placement Fee,Success
2330,14.0,,150000.0,2025-11-16,Subscription,Success
2331,57.0,826.0,41360.0,2025-11-22,Placement Fee,Success
2332,,990.0,58643.18,2024-10-30,Premium Listing,Success
2333,100.0,,150000.0,2024-03-27,Subscription,Success
2334,20.0,,100000.0,2026-02-21,Subscription,Success
2335,33.0,,100000.0,2025-11-05,Subscription,Failed
2336,62.0,442.0,58240.0,2025-08-11,Placement Fee,Success
2337,44.0,635.0,30080.0,2024-08-22,Placement Fee,Failed
2338,100.0,243.0,32640.0,2026-01-02,Placement Fee,Success
2339,,72.0,22934.25,2024-06-19,Premium Listing,Success
2340,45.0,864.0,64960.0,2024-08-04,Placement Fee,Success
2341,,941.0,16256.83,2025-03-13,Job-Posting Fee,Success
2342,7.0,320.0,86800.0,2025-10-12,Placement Fee,Success
2343,82.0,,150000.0,2024-05-04,Subscription,Success
2344,96.0,3.0,31520.0,2026-05-19,Placement Fee,Success
2345,6.0,275.0,63040.0,2025-10-29,Placement Fee,Success
2346,1.0,73.0,38960.0,2023-12-21,Placement Fee,Failed
2347,,558.0,20823.96,2025-11-30,Job-Posting Fee,Success
2348,51.0,,100000.0,2024-10-27,Subscription,Success
2349,97.0,804.0,79200.0,2026-06-30,Placement Fee,Success
2350,,826.0,52432.01,2023-11-12,Premium Listing,Success
2351,66.0,314.0,25520.0,2026-02-15,Placement Fee,Success
2352,47.0,696.0,62720.0,2025-01-19,Placement Fee,Success
2353,35.0,737.0,30080.0,2023-10-14,Placement Fee,Pending
2354,10.0,953.0,50720.0,2023-12-21,Placement Fee,Success
2355,,249.0,73937.99,2024-10-02,Premium Listing,Success
2356,87.0,657.0,65680.0,2025-06-21,Placement Fee,Pending
2357,,336.0,13409.77,2026-02-01,Job-Posting Fee,Success
2358,35.0,517.0,36240.0,2023-10-10,Placement Fee,Success
2359,22.0,666.0,27200.0,2025-08-20,Placement Fee,Success
2360,,364.0,18754.09,2025-10-05,Job-Posting Fee,Success
2361,,781.0,67698.94,2025-02-21,Job-Posting Fee,Success
2362,9.0,,25000.0,2025-06-27,Subscription,Success
2363,93.0,884.0,27600.0,2025-04-06,Placement Fee,Success
2364,,836.0,68054.74,2023-09-14,Job-Posting Fee,Success
2365,95.0,823.0,39280.0,2023-08-23,Placement Fee,Success
2366,,927.0,47554.86,2024-04-16,Job-Posting Fee,Success
2367,49.0,280.0,37760.0,2024-02-12,Placement Fee,Success
2368,79.0,290.0,34640.0,2024-12-23,Placement Fee,Success
2369,,236.0,31985.08,2024-01-20,Job-Posting Fee,Success
2370,21.0,,50000.0,2025-01-10,Subscription,Success
2371,,28.0,38348.87,2026-03-21,Premium Listing,Success
2372,40.0,,100000.0,2026-03-29,Subscription,Success
2373,,213.0,57281.74,2025-03-09,Job-Posting Fee,Success
2374,61.0,416.0,47680.0,2025-09-29,Placement Fee,Success
2375,74.0,403.0,22480.0,2024-06-25,Placement Fee,Success
2376,,723.0,66957.13,2024-07-31,Premium Listing,Success
2377,,864.0,35824.09,2025-01-06,Job-Posting Fee,Success
2378,55.0,,50000.0,2025-03-15,Subscription,Success
2379,,281.0,49471.26,2024-01-04,Job-Posting Fee,Success
2380,51.0,,100000.0,2025-03-17,Subscription,Success
2381,34.0,,25000.0,2023-08-11,Subscription,Refunded
2382,,152.0,71862.59,2024-10-29,Premium Listing,Success
2383,88.0,697.0,45600.0,2024-07-11,Placement Fee,Pending
2384,82.0,760.0,44160.0,2025-09-08,Placement Fee,Refunded
2385,,792.0,14891.08,2025-10-23,Job-Posting Fee,Success
2386,5.0,479.0,102080.0,2026-06-30,Placement Fee,Success
2387,85.0,,25000.0,2023-06-23,Subscription,Success
2388,7.0,244.0,28800.0,2025-08-19,Placement Fee,Success
2389,79.0,911.0,134400.0,2025-11-06,Placement Fee,Success
2390,,281.0,31643.4,2023-06-27,Job-Posting Fee,Success
2391,,9.0,13591.06,2024-04-06,Job-Posting Fee,Success
2392,88.0,703.0,18720.0,2024-06-22,Placement Fee,Pending
2393,46.0,,50000.0,2024-07-19,Subscription,Success
2394,91.0,376.0,37520.0,2024-02-14,Placement Fee,Success
2395,24.0,628.0,56000.0,2024-04-25,Placement Fee,Failed
2396,66.0,608.0,63680.0,2025-07-09,Placement Fee,Success
2397,,391.0,43665.55,2026-02-08,Job-Posting Fee,Success
2398,51.0,657.0,141600.0,2025-01-07,Placement Fee,Success
2399,,120.0,28131.54,2023-12-21,Job-Posting Fee,Success
2400,96.0,,100000.0,2025-07-12,Subscription,Success
2401,3.0,741.0,34560.0,2026-06-14,Placement Fee,Success
2402,,241.0,71433.37,2025-01-05,Premium Listing,Success
2403,15.0,411.0,112160.0,2024-05-30,Placement Fee,Success
2404,77.0,,150000.0,2023-07-28,Subscription,Success
2405,3.0,,25000.0,2024-09-17,Subscription,Success
2406,,14.0,43470.77,2025-10-12,Premium Listing,Pending
2407,,94.0,27686.62,2025-05-12,Premium Listing,Failed
